Geneid,Tissue_1,Tissue_2,Tissue_3,Tissue_4,Tissue_5
ID-1546,5877.541222,4887.944318,2848.840122,3831.345732,2605.562898
ID-1547,27.87103823,52.89735991,136.4116146,80.93697296,107.9141828
ID-1548,20.2906544,82.40665634,122.505842,69.33097969,183.7144368
ID-1549,691.6005118,1267.641474,1181.563195,1475.55546,731.6991699
ID-1550,104.063562,1430.455167,705.2223095,1006.221828,2510.531839
ID-1551,770.7374331,1059.167907,718.784277,774.4255127,747.1606702
ID-1552,350.720887,423.6671626,392.9354048,344.9713647,445.116995
ID-1553,10.34778384,9.064338096,5.84377461,8.585648699,11.63197722
ID-1554,1325.809805,998.776754,658.8855873,975.3654658,1119.416252
ID-1555,1702.693338,1434.522147,555.8598409,1253.161284,1303.556914
ID-1556,120.7960044,81.2957823,74.87336219,77.00253677,102.6683545
ID-1557,0,0,0,0,0
ID-1558,561.3274742,720.4057016,1194.287722,1096.651513,909.7995723
ID-1559,150.5435649,119.8831813,278.239075,249.8146815,358.9653186
ID-1560,12.12168964,148.6551448,82.14677452,216.2356951,81.75618276
ID-1561,8.48518275,70.61119377,9.58379036,91.52301513,28.61466397
ID-1562,199.6513588,780.4395101,591.9399928,1403.905074,314.2002318
ID-1563,45.9388875,830.8591691,288.4293596,652.4546155,331.1038612
ID-1564,154.6778105,116.1368319,59.89868975,82.50271797,59.61388326
ID-1565,925.5073849,243.2147398,158.1880455,186.5389639,135.3396269
ID-1566,2190.361128,604.9918683,122.5833651,184.1921145,414.062321
ID-1567,0,0,0,0,0
ID-1568,719.9549,168.9263009,14.52089449,26.6675452,110.7975204
ID-1569,0,0,0,0,0
ID-1570,0,19.90917118,94.12651247,18.85776411,0
ID-1571,536.5630268,420.825226,274.8292824,320.9517499,187.0239475
ID-1572,3085.521,6443.331762,13535.54807,7111.091411,8534.849988
ID-1573,1246.588577,1342.025613,621.1715974,1114.703389,2037.175665
ID-1574,2890.118876,1271.987047,571.8504745,449.2523692,1681.045636
ID-1575,360.1972164,88.93897551,65.5301905,132.3804295,54.34883944
ID-1576,684.5999718,12889.07676,5401.772749,6816.224554,4046.518137
ID-1577,266.2903097,450.7097475,619.3779408,516.7829823,390.6611924
ID-1578,32.28058655,6859.142278,2984.517324,275.4873365,850.1458135
ID-1579,6.500462435,10.23806326,8.862435112,16.77975213,7.011950776
ID-1580,0,0,0,0,0
ID-1581,0,0,0,0,0
ID-1582,0,0,0,0,0
ID-1583,0,0,0,0,0
ID-1584,741.3600392,896.5284505,570.5813333,361.9913069,1445.483025
ID-1585,0,0,0,0,0
ID-1586,772.6507586,821.1010644,725.5493055,404.3992049,1443.076779
ID-1587,0,0,0,0,0
ID-1588,1027.422731,4036.524488,11665.08941,6584.313299,7814.446384
ID-1589,96.89869189,127.3203786,106.4865596,101.0403657,91.26075956
ID-1590,7662.37715,18117.34577,6305.69843,17192.56639,12515.30252
ID-1591,660.3388188,3380.705712,2753.407513,2623.054156,4146.049429
ID-1592,398.3896779,5323.032547,9125.054053,4294.970762,6682.570914
ID-1593,3.689209891,38.77960299,200.009538,133.1522127,58.05873848
ID-1594,3621.91597,22437.63591,28232.2491,32790.85804,40881.87639
ID-1595,128.7929524,527.5930362,487.7464737,645.8784207,212.9067259
ID-1596,309.6522228,48.94894658,34.97440274,88.29821091,48.54463872
ID-1597,13.91013566,45.69317975,23.56669761,77.90420582,7.818214198
ID-1598,1511.646002,4169.21467,15843.45511,4885.270184,7189.734896
ID-1599,4647.853834,923.5478211,375.4843238,433.4471153,334.5495538
ID-1600,0.030107603,0.022605709,0.01457389,0.005352974,0.004834865
ID-1601,0,0,0,0,0
ID-1602,514.9812172,8887.754529,11966.17598,8102.908452,17189.79446
ID-1603,1778.624846,2186.94588,774.0753753,4521.995126,2653.582086
ID-1604,16.31765913,5.36016147,13.82277456,0,4.585683328
ID-1605,1889.881612,2122.136655,539.0882078,126.0041511,997.1776837
ID-1606,42.42591375,71.67301623,112.951815,75.43105643,88.56919799
ID-1607,275.3962822,210.2687903,44.13587666,203.7961875,87.85203849
ID-1608,1.835851492,1.618610973,1.878910078,2.136191987,1.200620636
ID-1609,0,10.32327394,13.31081994,3.259366636,26.49505923
ID-1610,3151.639307,6285.988979,5250.548005,14633.62495,5977.285362
ID-1611,25.712675,4366.744878,1306.880504,992.0326815,556.3962438
ID-1612,485.4136077,210.9295973,161.8883507,185.5196253,227.7142928
ID-1613,6177.470168,8049.338237,5412.663419,6840.225344,7955.743694
ID-1614,1391.387494,3974.127459,2125.437378,1356.947929,3579.397034
ID-1615,28.38097146,85.41933705,59.17949451,44.07692377,59.98881335
ID-1616,16130.19878,2160.693751,420.2341147,349.2398518,2645.542095
ID-1617,193.4122539,360.7073366,174.4108907,349.4232761,171.8282518
ID-1618,272.9499346,245.5928528,75.39695214,247.3927655,203.4375876
ID-1619,175.445508,708.3473534,502.6085546,329.5146149,512.769041
ID-1620,7681.11067,18273.96458,39498.90741,2569.684656,18694.91379
ID-1621,11531.07076,19387.9628,9046.767625,3423.009319,20392.05938
ID-1622,0,0,0,0,0
ID-1623,2779.441272,3802.141203,1548.150751,839.412269,3955.916151
ID-1624,585.1850172,3469.68797,793.1412712,2658.294471,1290.94892
ID-1625,454.9621014,621.6376737,520.1728321,307.4311806,771.8429096
ID-1626,892.8438565,2720.721959,1827.357043,2395.780419,1933.743875
ID-1627,0,0,0,0,0
ID-1628,399.8764284,989.3256187,662.0526444,745.6981295,886.21405
ID-1629,5515.368787,13349.09927,9036.145197,9985.186095,10858.24302
ID-1630,0,0,0,0,0
ID-1631,20.52866794,134.8685789,34.77988437,170.3281919,38.46056985
ID-1632,0,0,0,0,0
ID-1633,0,0,0,0,0
ID-1634,9.498338899,87.36263173,21.45624708,55.16599649,10.67711342
ID-1635,9631.770265,889.0721159,611.8881538,1150.807143,599.1959548
ID-1636,43.04078206,129.2653433,1083.384997,38.26213007,1527.497762
ID-1637,2732.516479,1719.61248,1254.826789,3338.14387,1543.898536
ID-1638,1206.371634,1880.810745,2506.369522,2263.587615,2189.643851
ID-1639,0,0,0,0,0
ID-1640,0,0,0,0,0
ID-1641,387.7993679,679.4004664,336.9301299,400.1381822,454.5558599
ID-1642,1533.39374,2261.681846,2484.939929,2496.767968,5559.420428
ID-1643,9.697351714,0,12.32201618,0,136.2603046
ID-1644,4.040563214,21.23644925,27.38225817,10.05747419,13.62603046
ID-1645,954.1945436,1225.179765,413.366782,324.9337815,660.3383992
ID-1646,2304.978762,2372.929107,2087.503762,1839.968662,3055.154416
ID-1647,5392.73138,91.45775509,78.6170303,742.5244617,29.80694163
ID-1648,1000.816427,1779.573608,580.5565314,934.1846219,709.2523547
ID-1649,0,0,0,0,0
ID-1650,47.13990416,18.5818931,0,35.20115967,15.89703554
ID-1651,1838.456262,7753.717211,6588.855873,5960.196353,20796.21285
ID-1652,26101.02822,7123.501447,2474.671582,852.3709377,4840.647321
ID-1653,1963.280805,1914.1246,1375.22502,3173.492303,2238.562147
ID-1654,17.4631775,18.78734096,12.35156144,19.97561478,11.24460619
ID-1655,9.958379249,25.74684556,21.53626721,15.84274696,17.62541108
ID-1656,0,0,0,0,4.007656018
ID-1657,0,0,0,0,0
ID-1658,5763.250531,895.6890044,726.8605049,427.1601398,937.7464783
ID-1659,2433.394363,1390.438208,1090.569248,1128.864776,1430.733198
ID-1660,26.15296053,53.45476096,103.3867796,94.030495,22.86559906
ID-1661,4854.637344,1535.29084,871.9678115,502.0493264,758.3667772
ID-1662,164.9896646,261.0313554,188.2530249,205.3400981,140.0453131
ID-1663,46.45173038,288.9009657,246.5902264,339.1644581,226.2716737
ID-1664,889.4107219,4291.745671,6036.055917,4255.947437,4786.34841
ID-1665,872.308507,817.9506214,577.7144656,537.886879,463.5397278
ID-1666,63.18753111,94.88626262,45.87984747,84.25809495,25.3676099
ID-1667,3.142660278,28.90516704,90.51357563,35.20115967,31.79407107
ID-1668,4977.165767,1067.131575,423.0558888,292.6724989,604.9957524
ID-1669,9050.024797,1860.38835,1450.328038,1077.905333,1467.418665
ID-1670,10.10140804,451.2745466,248.1517147,31.42960685,295.23066
ID-1671,466.9398615,541.5533709,391.7698086,309.1993755,469.0341566
ID-1672,82.82349696,127.7042454,153.2070073,94.66447321,98.80229258
ID-1673,1259.921075,1790.618789,838.5816565,880.0289917,1177.825815
ID-1674,501.811883,419.5911345,672.4110979,493.9517566,374.3495465
ID-1675,6104.617589,30.96982183,29.94934488,29.33429972,26.49505923
ID-1676,835.8538231,1206.436343,1845.237248,1733.788461,989.4125103
ID-1677,508.2708479,700.9605218,398.5338566,460.05476,491.0767413
ID-1678,3112.87809,1529.765153,1537.864035,423.6418634,1214.459575
ID-1679,4924.669527,896.2189978,398.0959073,1108.83653,1001.513239
ID-1680,536.645664,930.3252438,585.4997753,524.5205911,622.1952319
ID-1681,54.49199931,930.7994157,2129.975426,1119.009342,358.7771323
ID-1682,9737.009094,23633.41515,13967.48706,15012.64272,11793.24525
ID-1683,745.667575,582.7957381,294.0481133,648.0213484,469.6851409
ID-1684,0,60.11788943,63.42214209,25.88320564,65.45838162
ID-1685,656.5915223,909.1854837,1163.745972,993.1755763,965.1771576
ID-1686,417.6300885,1306.539358,561.5502164,858.0282669,1199.729401
ID-1687,104.6530969,717.2248001,449.6387891,533.6395855,844.2214524
ID-1688,156.9177632,2596.374104,6409.980333,4245.838505,1607.124962
ID-1689,1232.584442,4072.368571,2307.675837,1461.774472,4487.984138
ID-1690,168.315486,347.6979997,301.3308319,238.6336284,184.32759
ID-1691,908.5145166,2595.834157,1619.079735,2021.399926,1430.733198
ID-1692,55.33814837,256.9148698,1493.821237,904.5167549,315.1760089
ID-1693,0,0,0,0,0
ID-1694,0,0,0,0,0
ID-1695,15602.56252,1299.185315,2173.110499,404.4762726,3162.067293
ID-1696,0,0,0,0,0
ID-1697,0,0,0,0,0
ID-1698,0,0,0,0,0
ID-1699,2521.764593,1427.50618,396.3389939,833.9713996,641.8242385
ID-1700,207.8003939,79.6366847,51.34173407,59.26725862,58.3972734
ID-1701,195.3824975,3557.454534,1380.822427,1125.510763,1631.537858
ID-1702,249.2522433,4285.449096,1859.854317,1405.846314,1889.760099
ID-1703,481.3709444,814.7445435,1119.644739,852.9511765,660.3383992
ID-1704,1.963864289,1.135786147,0.879973602,1.788290002,0.498624679
ID-1705,0.040364307,0.022098676,0.045590421,0.025117969,0.011343412
ID-1706,3.562478833,1.448149919,0.801816188,2.577938092,0.81257912
ID-1707,88045.556,25488.16337,7177.859655,1972.731656,16155.36236
ID-1708,32885.73309,10591.67907,4133.444692,1258.036602,7592.470362
ID-1709,29835.73718,11339.97692,7997.284524,2473.595004,8919.525885
ID-1710,121.713687,182.772719,41.24172081,160.1364231,132.9096414
ID-1711,304.2666542,506.7789027,290.4178897,373.3456328,395.0172467
ID-1712,26962.39967,13763.41599,14016.2934,10815.25285,18509.08293
ID-1713,556.123464,1800.434777,1223.875931,1555.510704,1720.746684
ID-1714,4.155758247,7.871290957,9.172702224,6.004460257,6.538617965
ID-1715,278.5539792,653.1816968,544.5335432,434.6809868,546.7616768
ID-1716,3098.377337,55314.91722,37322.32905,8608.283591,24719.89026
ID-1717,229.3292635,408.9451377,177.6146476,307.8402573,233.8521444
ID-1718,512.4168803,2164.669884,1045.504403,308.5815945,860.9173791
ID-1719,1075.247855,717.6974095,5011.119535,1295.459682,1355.431451
ID-1720,1256.247836,789.1271484,3201.857234,1158.895322,1424.539548
ID-1721,134.2592207,501.0054721,209.2663085,354.2395182,670.0902321
ID-1722,95.96337634,318.5467388,222.4808477,138.2902701,386.070863
ID-1723,669.8828487,2047.920218,1089.525641,2256.579604,923.7014333
ID-1724,3432.642112,10135.57805,10023.77346,10013.12987,8436.990315
ID-1725,330.5915357,1542.055804,2464.403236,1577.194816,1021.952285
ID-1726,486.3458405,448.6847358,701.2529532,740.5122003,372.2232711
ID-1727,144.527838,153.1474706,410.7338726,446.7839496,487.392628
ID-1728,44.46110518,62.73960215,55.69915062,50.46365509,29.03702063
ID-1729,67960.0285,5611.731715,4451.13819,4525.304637,20729.73434
ID-1730,123.4932701,253.8653001,124.8592406,173.5268434,185.8385844
ID-1731,0,0,0,0,0
ID-1732,8.238041504,0,6.978488126,0,0
ID-1733,0,0,0,0,0
ID-1734,12129.05329,8825.530908,6186.91887,7658.719599,6712.411828
ID-1735,11490.35164,16367.55084,46920.64031,13398.4414,37331.53845
ID-1736,1534.307018,3627.287351,12514.72351,2878.77977,6990.340284
ID-1737,54776.56864,6372.901114,2795.272188,2985.579838,4586.589142
ID-1738,4694.22207,8415.799325,10793.35745,6940.873821,5692.164337
ID-1739,21431.32555,721.4146732,761.0657051,1304.513564,42.08038819
ID-1740,374.8308885,221.9002768,188.4191794,164.0442392,328.7445213
ID-1741,96.63680354,96.00644767,303.4866947,214.140388,151.0218376
ID-1742,0,1235.871192,535.6977159,413.4475829,1079.79864
ID-1743,940.7485222,807.9083955,510.4410083,772.8950275,428.528784
ID-1744,5.694753523,14.96528303,48.24055551,17.71870453,6.40149082
ID-1745,279.6967647,404.6723386,553.7301097,590.5972344,462.7803678
ID-1746,698.865223,2943.83005,6102.281585,5401.328626,8025.82527
ID-1747,112.4542292,322.3846513,294.441752,305.3594574,258.5662407
ID-1748,20.20281607,286.6920649,239.594759,55.31610805,177.138396
ID-1749,29.4624401,18423.17276,19581.87999,23152.09606,337.8120052
ID-1750,78.70725156,149.8794565,70.27433952,98.67760942,101.7246163
ID-1751,226.8487633,168.3747048,187.764056,211.206958,245.2685483
ID-1752,332.0288902,6.059312966,0,97.56843169,25.91907968
ID-1753,191.6009008,245.7605216,564.2070131,431.4980862,138.4580514
ID-1754,559.5634029,1154.086225,1219.990611,1352.86619,974.4453134
ID-1755,3.459690198,5.137676833,3.774215943,4.935050174,2.650608964
ID-1756,198.1121964,788.2979318,579.4604524,565.2344801,430.6906104
ID-1757,2984.443588,2665.540527,2908.184661,2979.960241,3941.368466
ID-1758,813.8061637,369.9485989,424.7361637,489.6161299,364.1866323
ID-1759,1634.440939,2572.52602,895.5345091,1488.835933,1833.37123
ID-1760,20.86520348,319.8522582,235.6669761,181.7764802,125.0914272
ID-1761,776.7205748,1715.251671,2189.52749,2631.96363,682.3496792
ID-1762,49.33245785,6.482055732,25.07387013,6.139737151,27.72738756
ID-1763,239.7986429,48.47450373,52.08581718,61.21940812,76.02930039
ID-1764,84.8518275,158.4350885,158.889156,111.1615568,195.7845429
ID-1765,3818.332237,1723.715083,993.0572248,819.8164817,483.1862117
ID-1766,160.8699065,273.9687976,198.7584714,107.4748254,92.00177232
ID-1767,0,0,0,0,0
ID-1768,8.056219141,10.66449386,9.931125094,16.3304349,6.673747515
ID-1769,0,0,0,0,0
ID-1770,0,0,0,0,0
ID-1771,145.4602757,358.3650812,287.5137108,452.5863386,204.3904569
ID-1772,11.74577288,38.62337904,44.64602415,30.49268821,33.36688648
ID-1773,1584.160266,2751.483987,2604.76871,2790.25706,2253.295404
ID-1774,4951.353699,91.81641295,1412.199697,43676.35652,757.4469873
ID-1775,106.0647844,771.1485635,694.8248011,501.6165253,516.6536549
ID-1776,397.178767,1138.635151,596.4380171,601.0410773,786.3959069
ID-1777,64.44442595,257.5591512,72.78828122,190.4872881,162.9949213
ID-1778,0,0,0,0,0
ID-1779,0,162.9489087,77.40753753,16.24668908,29.3483733
ID-1780,1601.428857,1860.806478,587.1758883,2736.766216,806.0468723
ID-1781,216.9874978,344.6870246,1371.72572,914.9614402,633.4543931
ID-1782,753.7369783,142.3293939,160.5794661,404.4388557,121.7645275
ID-1783,200.0078791,207.0553802,308.0504044,82.97416207,149.8863351
ID-1784,806.55858,7583.862743,2930.428206,3168.10437,8301.397019
ID-1785,306.0229844,2737.021467,1425.785205,3003.639936,2013.190156
ID-1786,21.48147532,282.256604,982.6417964,187.1454058,537.2795555
ID-1787,418.3666495,2353.706459,1297.804945,960.6983159,2722.367336
ID-1788,1562.761736,231.1406215,111.8665425,108.8537603,206.3291198
ID-1789,118.7925585,189.5353096,86.25411324,172.4856824,98.56162033
ID-1790,129.8106316,299.5290231,193.1062237,299.4725524,149.4795879
ID-1791,24.41779209,553.4463124,170.6466269,144.3500792,126.94755
ID-1792,118.3030287,19403.78452,13622.34433,3731.661397,4759.939294
ID-1793,452.1709228,344.7430167,425.5959535,180.6375299,414.15961
ID-1794,924.5923272,1372.497069,575.0274216,2301.427542,1180.766019
ID-1795,1549.260895,2524.214467,1138.748124,4218.20638,1746.887725
ID-1796,4782.006564,2819.138638,605.8324621,950.431311,1648.749686
ID-1797,1753.106039,1373.995928,278.6476492,460.5614282,824.6149491
ID-1798,2053.7385,2052.293161,370.837748,625.5492705,1227.210641
ID-1799,2973.938704,2613.078717,482.1844525,836.0275421,1551.285718
ID-1800,233.6499598,933.1341968,630.2383878,1247.34544,905.4398501
ID-1801,94.27980833,38.11670379,24.57382144,0,16.30465183
ID-1802,321.2836187,254.373488,237.2685963,348.5940084,64.82286335
ID-1803,395.975195,695.4937131,4497.535905,1367.81649,1321.724955
ID-1804,25.55777937,13.43269381,0,25.44662145,11.49183292
ID-1805,4057.174418,4666.119822,4701.381605,8334.852361,1692.151116
ID-1806,482.1126562,582.7957381,522.7522015,480.0158136,433.5555146
ID-1807,1225.637508,1413.681279,2161.050768,1684.133913,1240.592185
ID-1808,56.355156,18.07378983,10.18609881,17.63535694,15.49274481
ID-1809,37429.08391,34933.95902,23630.03311,30845.01616,27733.70325
ID-1810,3737.337311,2660.589239,1613.997422,2366.477961,2527.62865
ID-1811,0,0,0,0,0
ID-1812,0,0,0,0,0
ID-1813,5412.277782,3735.4815,2250.399372,3340.82034,3431.976831
ID-1814,9778.65573,6274.788047,4461.721915,5988.489968,6164.947928
ID-1815,359.8147115,2321.560568,1619.539257,1677.624888,1980.086452
ID-1816,496.0568377,840.4733186,663.4931788,446.7839496,770.3947991
ID-1817,875.0344711,943.6117588,1051.970739,750.7747335,1222.084607
ID-1818,1678.5905,2124.79908,1291.728266,1966.673486,2515.878668
ID-1819,1396.791622,1011.998486,453.3870055,657.9909076,895.1253856
ID-1820,5259.46645,6680.632994,11705.91537,8607.521661,12982.57902
ID-1821,3035.746126,5890.962325,14438.822,9714.806531,8871.190304
ID-1822,114.7586192,1023.527226,4931.331474,229.384606,777.9123127
ID-1823,411.7809276,562.9220556,754.0188004,616.0202942,313.265112
ID-1824,296.9813962,461.8927713,503.1489939,445.0432329,313.3987006
ID-1825,5.303239219,216.0145073,17.96960693,217.8071754,59.61388326
ID-1826,769.2610735,343.0503341,276.4554912,278.5146699,482.151847
ID-1827,3573.56735,8276.08931,2377.517224,11643.46051,5197.107772
ID-1828,0,0,0,0,0
ID-1829,8.973094778,22.47512516,7.601155606,13.26150761,7.880222507
ID-1830,1535.633617,1799.615951,1187.556632,1492.223073,746.4694948
ID-1831,444.0843308,317.8024707,416.4918241,256.6065845,196.1129618
ID-1832,2.58621021,5.860901228,4.63371294,4.645343685,4.358490242
ID-1833,0,0,0,0,0
ID-1834,57.61543842,75.70400891,79.86491967,71.70606599,5.88779094
ID-1835,598.9540764,901.7683415,602.5103499,1335.573411,554.0584444
ID-1836,353.5492812,743.2757239,203.6555452,880.0289917,437.1684773
ID-1837,67.881462,200.6844455,191.6758072,225.2874219,114.4586559
ID-1838,2312.511073,4546.020889,4930.252717,8277.230432,8080.619895
ID-1839,0,0,0,0,0
ID-1840,3.526381184,3.463232794,1.791102805,3.082076583,1.701189821
ID-1841,592.3098348,14.47939722,4.66743037,0,18.58095063
ID-1842,641.2098328,1076.905168,1323.21651,876.0288599,1083.888787
ID-1843,137.4599605,120.4106673,106.380073,225.9914451,110.6433673
ID-1844,1157.070375,1675.748905,1128.273502,1753.657773,1078.108046
ID-1845,2541.514262,318.5467388,287.5137108,578.304766,245.2685483
ID-1846,4.87654181,0,0,12.13833092,10.96347278
ID-1847,0,0,0,0,0
ID-1848,5.641743849,23.72156566,17.2049428,26.68173007,13.95218544
ID-1849,4.412674855,98.64023826,95.0587593,124.1576022,312.6246064
ID-1850,964.6844674,1957.735166,727.3412327,836.0275421,1214.987716
ID-1851,3932.996869,3766.599952,3011.123323,4702.208964,3737.951599
ID-1852,3667.111159,12319.24319,13792.11811,10142.1163,17386.0054
ID-1853,3259.081556,10623.35275,7873.955035,7812.257367,13310.1543
ID-1854,569.2590959,818.5441516,573.2077146,895.6244422,953.8221322
ID-1855,38.27395857,13.8045344,7.277315738,8.387877622,7.666105991
ID-1856,1425.510702,13011.04155,47482.88934,18982.22535,18780.75778
ID-1857,4395.059502,34309.72355,26168.24009,20881.43792,38793.73453
ID-1858,3358.292209,3888.764857,6728.860039,6221.698944,8038.537126
ID-1859,459.6140656,696.8209911,489.172633,469.3487956,364.3070644
ID-1860,8.943939941,16.70851423,15.56524105,15.90185759,12.37930632
ID-1861,39.77429414,278.7283965,112.3100433,181.5059795,144.0668846
ID-1862,1314.737107,3081.327108,1990.479536,1711.704742,1671.809122
ID-1863,2051.554459,5116.384264,2963.754348,3652.723075,2756.937944
ID-1864,2473.926659,1375.542736,298.7155437,3538.402283,1152.018939
ID-1865,0,0,0,0,0
ID-1866,187.1731489,114.7705162,137.4146412,54.35473184,266.5091252
ID-1867,343.4478732,185.818931,650.3286316,1294.899802,334.9732488
ID-1868,13.50550493,28.90133166,40.17860267,42.40011337,13.409726
ID-1869,16.26965363,24.74388861,33.01770356,36.00056665,15.80267894
ID-1870,2900.38974,1712.912691,999.7635853,2145.670687,650.333272
ID-1871,595.3313703,1488.049988,1089.76971,1409.465788,1438.425312
ID-1872,700.5209014,2041.847555,1579.653818,2038.392734,1835.553057
ID-1873,1148.425596,1230.249474,1065.783583,1465.703459,1344.39585
ID-1874,145.3053659,390.3978563,264.0900698,550.6226126,299.8597374
ID-1875,2361.557134,7384.803966,3583.616234,3834.276854,4422.110853
ID-1876,34.13579267,211.4491283,305.6898649,115.3141437,148.0068826
ID-1877,428.0812919,502.213327,738.2108791,537.5312219,747.5903198
ID-1878,458.5742148,307.4210255,126.8442842,298.9510251,270.0158242
ID-1879,47.80384648,94.21804951,151.8558332,59.49491775,67.17057269
ID-1880,127.2777412,398.1834235,143.7568554,150.8621129,54.50412184
ID-1881,8560.518484,187.5555565,120.9169812,409.5835868,3913.34501
ID-1882,99.37601418,251.1066635,178.0771857,313.9562889,131.0431308
ID-1883,57.85351875,320.9599717,272.2667716,176.0057983,122.8407291
ID-1884,742.4534906,613.2024722,628.9362424,303.6100021,614.0229976
ID-1885,6.285320555,16.51723831,0,11.73371989,3.532674564
ID-1886,1822.915635,122.5179765,7.898728319,0,57.64859041
ID-1887,0,25.33894513,0,4.00013178,7.225925244
ID-1888,8048.238123,379.6632643,181.48706,121.0405324,524.4437305
ID-1889,1.02416207,2.691402742,2.819612433,1.911951943,1.582987848
ID-1890,2.972561228,3.914643998,3.292863636,4.097116009,5.662347938
ID-1891,496.782067,90.5271715,276.4554912,1421.585294,350.5500144
ID-1892,7.519057204,11.91067021,21.65252295,10.56743804,12.44521186
ID-1893,1512.576055,3465.927017,9115.018006,3535.420819,4112.493976
ID-1894,984.5280739,2302.51281,4189.939167,2052.895217,4057.598408
ID-1895,0,0,0,0,0
ID-1896,6454.505519,15435.59974,23894.34334,12385.34006,28364.63292
ID-1897,565.67885,309.6982183,292.8380388,189.0432649,494.5744389
ID-1898,1151.114866,1774.844054,898.4803463,1615.112032,1949.724653
ID-1899,1712.188662,2458.78264,1334.885086,2064.92517,3057.340584
ID-1900,1071.812558,799.5104004,3735.786703,3835.073711,4875.788136
ID-1901,1102.563967,1634.784841,581.5531,1397.236952,1290.015781
ID-1902,258.0909753,246.2100835,167.7163313,682.0224685,325.8892285
ID-1903,37.12267453,536.5521632,808.6323117,653.4215263,429.2199595
ID-1904,4848.675857,621.1661407,287.5137108,417.3851789,408.7809138
ID-1905,5456.443907,418.0925947,169.7129543,300.6765722,205.336709
ID-1906,3990.773048,172.631781,41.73586125,51.09845758,73.84429411
ID-1907,1153.777898,3161.187911,1262.255316,2730.236286,1203.909642
ID-1908,70.70985625,23180.91164,20179.20304,15776.9642,11940.44003
ID-1909,163.4759979,1339.942016,745.1616817,1366.063352,1623.247757
ID-1910,649.0321905,531.614425,490.2965598,979.1051033,258.9848174
ID-1911,305.2596233,6723.472783,38884.47625,11326.61705,13533.8055
ID-1912,3.535492812,55.74567929,23.9594759,48.40159454,27.81981219
ID-1913,284.5432769,198.6919292,103.9206184,256.0566283,197.7552915
ID-1914,17.15645205,27.13199358,27.31407215,26.83803114,30.68704585
ID-1915,12579.539,11323.76088,6477.718545,55689.93103,8762.5226
ID-1916,214.4606629,245.0359529,244.8605779,400.364838,188.6681141
ID-1917,8.219510917,10.22364796,18.3197023,13.10321439,12.79525935
ID-1918,0,0,0,0,0.003787955
ID-1919,1.288724569,2.267692964,2.029766705,2.792719365,1.186590403
ID-1920,742.4534906,1097.493061,1190.486459,1212.789954,1080.501634
ID-1921,19.96513588,19.67494563,16.91257122,12.42393871,16.83215527
ID-1922,36.66436991,20.64654789,53.24327978,19.55619982,23.55116376
ID-1923,644.4442595,1009.067359,545.9121091,681.7439784,965.8958301
ID-1924,536.5630268,188.5515623,306.5403534,116.4744254,322.6163094
ID-1925,53.87417619,88.48520523,57.04637119,108.9559704,52.99011846
ID-1926,4214.771104,7511.95875,17191.9059,10343.94733,5926.206362
ID-1927,54.74311451,23.97663625,7.728863194,28.38803199,20.51230392
ID-1928,180.1648392,977.4584862,1004.328716,687.145925,712.100085
ID-1929,17.75446045,38.03979653,28.94412731,45.16264592,27.85952423
ID-1930,16.57262256,13.06539358,5.615502164,12.3754077,3.725867704
ID-1931,921.8470148,103.2327394,124.2343195,338.9741301,565.2279302
ID-1932,71.24962614,51.06474439,115.2249604,153.1653512,69.1703073
ID-1933,450.5697817,367.3164915,512.6213449,474.8063397,676.5482566
ID-1934,3.477533914,9.138635949,47.13339521,73.57619439,11.7273213
ID-1935,388.6925032,634.2322794,378.7605771,480.5906829,399.8056842
ID-1936,1607.151139,1426.711453,1005.079709,1682.496106,961.9053706
ID-1937,299.4770382,270.5305024,1426.998197,869.6757094,343.6565035
ID-1938,561.1169238,7957.246157,5889.393754,4999.132433,4315.275937
ID-1939,1013.606559,1777.330863,1202.986238,879.2925657,1564.427932
ID-1940,1838.934032,4228.008446,2807.144001,2902.31183,3523.663857
ID-1941,542.8021318,2008.484033,1627.83498,1677.231725,1255.398248
ID-1942,212.1295687,303.3220785,123.3208318,481.4276249,3249.541088
ID-1943,0,0,0,0,18.48492504
ID-1944,32.63531827,28.58752784,32.25314064,54.15563026,544.1677549
ID-1945,340.4548634,619.3964366,638.9193574,1134.259589,8443.092207
ID-1946,881.8869712,444.7127224,242.286835,278.8406468,225.0591548
ID-1947,24.39828906,68.86580189,42.10131548,26.99130454,37.07615317
ID-1948,338.3971692,252.1828349,77.01260111,248.2938941,73.80766499
ID-1949,1231.386277,2474.5643,2235.243788,2350.321331,4140.983891
ID-1950,2121.295687,172.0545657,425.9462382,91.2622658,347.3796654
ID-1951,0,12.96411146,33.43182684,6.139737151,5.545477513
ID-1952,144.3659565,541.971882,374.366811,231.0076103,245.0792979
ID-1953,299.675105,407.031944,1072.471778,465.1581813,685.0865315
ID-1954,806.0923612,939.7128795,1201.396577,1470.9056,1165.025604
ID-1955,5644.597145,6782.39098,3688.9331,485.5332368,15192.63241
ID-1956,1229.263655,1822.4549,1566.581117,1042.495882,580.8532215
ID-1957,382.4558262,549.8604215,840.0885418,785.9378416,681.872845
ID-1958,173.6064353,47.74411866,85.5016983,56.52842849,134.2612438
ID-1959,201.5230903,369.3151253,431.2705662,356.4117416,101.3436015
ID-1960,702.3449587,2239.196193,2089.910587,1078.220395,3230.17075
